date,open,high,low,close,volume,average,barCount
2004-02-04 09:00:00,113.215,113.63,112.985,113.565,-1,-1.0,-1
2004-02-04 09:30:00,113.565,113.715,113.465,113.6,-1,-1.0,-1
2004-02-04 10:00:00,113.6,113.615,113.385,113.435,-1,-1.0,-1
2004-02-04 10:30:00,113.435,113.665,113.36,113.465,-1,-1.0,-1
2004-02-04 11:00:00,113.465,113.65,113.415,113.59,-1,-1.0,-1
2004-02-04 11:30:00,113.59,113.655,113.45,113.515,-1,-1.0,-1
2004-02-04 12:00:00,113.515,113.65,113.475,113.515,-1,-1.0,-1
2004-02-04 12:30:00,113.515,113.62,113.215,113.245,-1,-1.0,-1
2004-02-04 13:00:00,113.245,113.285,112.815,112.955,-1,-1.0,-1
2004-02-04 13:30:00,112.955,113.13,112.93,112.96,-1,-1.0,-1
2004-02-04 14:00:00,112.96,113.36,112.91,113.21,-1,-1.0,-1
2004-02-04 14:30:00,113.21,113.24,113.015,113.03,-1,-1.0,-1
2004-02-04 15:00:00,113.03,113.08,112.85,112.885,-1,-1.0,-1
2004-02-05 08:30:00,113.19,113.315,112.985,113.06,-1,-1.0,-1
2004-02-05 09:00:00,113.06,113.245,112.935,112.995,-1,-1.0,-1
2004-02-05 09:30:00,112.995,113.225,112.965,112.985,-1,-1.0,-1
2004-02-05 10:00:00,112.985,113.05,112.795,112.92,-1,-1.0,-1
2004-02-05 10:30:00,112.92,113.075,112.885,112.96,-1,-1.0,-1
2004-02-05 11:00:00,112.96,113.005,112.845,112.925,-1,-1.0,-1
2004-02-05 11:30:00,112.925,113.055,112.92,113.055,-1,-1.0,-1
2004-02-05 12:00:00,113.055,113.45,113.035,113.355,-1,-1.0,-1
2004-02-05 12:30:00,113.355,113.53,113.285,113.315,-1,-1.0,-1
2004-02-05 13:00:00,113.315,113.485,113.275,113.315,-1,-1.0,-1
2004-02-05 13:30:00,113.315,113.4,113.0,113.025,-1,-1.0,-1
2004-02-05 14:00:00,113.025,113.435,113.02,113.42,-1,-1.0,-1
2004-02-05 14:30:00,113.42,113.45,113.145,113.3,-1,-1.0,-1
2004-02-05 15:00:00,113.3,113.3,113.175,113.175,-1,-1.0,-1
2004-02-06 08:30:00,113.41,113.6,113.21,113.38,-1,-1.0,-1
2004-02-06 09:00:00,113.38,114.14,113.38,114.045,-1,-1.0,-1
2004-02-06 09:30:00,114.045,114.445,114.045,114.35,-1,-1.0,-1
2004-02-06 10:00:00,114.35,114.36,114.205,114.335,-1,-1.0,-1
2004-02-06 10:30:00,114.335,114.36,114.1,114.19,-1,-1.0,-1
2004-02-06 11:00:00,114.19,114.29,114.11,114.18,-1,-1.0,-1
2004-02-06 11:30:00,114.18,114.335,114.16,114.22,-1,-1.0,-1
2004-02-06 12:00:00,114.22,114.335,114.155,114.255,-1,-1.0,-1
2004-02-06 12:30:00,114.255,114.365,114.15,114.315,-1,-1.0,-1
2004-02-06 13:00:00,114.315,114.355,114.205,114.28,-1,-1.0,-1
2004-02-06 13:30:00,114.28,114.525,114.28,114.47,-1,-1.0,-1
2004-02-06 14:00:00,114.47,114.655,114.405,114.505,-1,-1.0,-1
2004-02-06 14:30:00,114.505,114.67,114.455,114.665,-1,-1.0,-1
2004-02-06 15:00:00,114.665,114.69,114.425,114.44,-1,-1.0,-1
2004-02-09 08:30:00,114.685,114.685,114.435,114.59,-1,-1.0,-1
2004-02-09 09:00:00,114.59,114.66,114.435,114.585,-1,-1.0,-1
2004-02-09 09:30:00,114.585,114.675,114.5,114.55,-1,-1.0,-1
2004-02-09 10:00:00,114.55,114.595,114.455,114.555,-1,-1.0,-1
2004-02-09 10:30:00,114.555,114.675,114.555,114.64,-1,-1.0,-1
2004-02-09 11:00:00,114.64,114.745,114.51,114.525,-1,-1.0,-1
2004-02-09 11:30:00,114.525,114.65,114.525,114.605,-1,-1.0,-1
2004-02-09 12:00:00,114.605,114.815,114.595,114.77,-1,-1.0,-1
2004-02-09 12:30:00,114.77,114.845,114.735,114.75,-1,-1.0,-1
2004-02-09 13:00:00,114.75,114.765,114.585,114.63,-1,-1.0,-1
2004-02-09 13:30:00,114.63,114.665,114.4,114.4,-1,-1.0,-1
2004-02-09 14:00:00,114.4,114.455,114.295,114.325,-1,-1.0,-1
2004-02-09 14:30:00,114.325,114.485,114.295,114.335,-1,-1.0,-1
2004-02-09 15:00:00,114.335,114.505,114.335,114.495,-1,-1.0,-1
2004-02-10 09:00:00,114.515,114.54,114.425,114.475,-1,-1.0,-1
2004-02-10 09:30:00,114.475,114.83,114.44,114.79,-1,-1.0,-1
2004-02-10 10:00:00,114.79,114.83,114.72,114.75,-1,-1.0,-1
2004-02-10 10:30:00,114.75,114.765,114.645,114.67,-1,-1.0,-1
2004-02-10 11:00:00,114.67,114.8,114.67,114.8,-1,-1.0,-1
2004-02-10 11:30:00,114.8,115.12,114.73,115.08,-1,-1.0,-1
2004-02-10 12:00:00,115.08,115.08,114.93,114.965,-1,-1.0,-1
2004-02-10 12:30:00,114.965,115.025,114.93,115.005,-1,-1.0,-1
2004-02-10 13:00:00,115.005,115.06,114.57,114.775,-1,-1.0,-1
2004-02-10 13:30:00,114.775,114.78,114.58,114.62,-1,-1.0,-1
2004-02-10 14:00:00,114.62,114.78,114.59,114.75,-1,-1.0,-1
2004-02-10 14:30:00,114.75,114.945,114.75,114.905,-1,-1.0,-1
2004-02-10 15:00:00,114.905,114.96,114.805,114.84,-1,-1.0,-1
2004-02-11 08:30:00,114.845,114.885,114.74,114.885,-1,-1.0,-1
2004-02-11 09:00:00,114.885,114.895,114.66,114.735,-1,-1.0,-1
2004-02-11 09:30:00,114.735,114.815,114.67,114.8,-1,-1.0,-1
2004-02-11 10:00:00,114.8,115.73,114.8,115.48,-1,-1.0,-1
2004-02-11 10:30:00,115.48,115.78,115.465,115.725,-1,-1.0,-1
2004-02-11 11:00:00,115.725,115.845,115.56,115.585,-1,-1.0,-1
2004-02-11 11:30:00,115.585,115.8,115.585,115.69,-1,-1.0,-1
2004-02-11 12:00:00,115.69,115.755,115.605,115.725,-1,-1.0,-1
2004-02-11 12:30:00,115.725,116.155,115.695,116.145,-1,-1.0,-1
2004-02-11 13:00:00,116.145,116.36,116.09,116.125,-1,-1.0,-1
2004-02-11 13:30:00,116.125,116.235,116.055,116.17,-1,-1.0,-1
2004-02-11 14:00:00,116.17,116.245,116.0,116.15,-1,-1.0,-1
2004-02-11 14:30:00,116.15,116.335,116.095,116.2,-1,-1.0,-1
2004-02-11 15:00:00,116.2,116.205,116.08,116.085,-1,-1.0,-1
2004-02-12 08:30:00,115.975,116.075,115.875,116.065,-1,-1.0,-1
2004-02-12 09:00:00,116.065,116.255,116.035,116.16,-1,-1.0,-1
2004-02-12 09:30:00,116.16,116.18,115.99,116.005,-1,-1.0,-1
2004-02-12 10:00:00,116.005,116.08,115.945,116.08,-1,-1.0,-1
2004-02-12 10:30:00,116.08,116.18,115.87,115.935,-1,-1.0,-1
2004-02-12 11:00:00,115.935,116.0,115.845,115.9,-1,-1.0,-1
2004-02-12 11:30:00,115.9,115.945,115.68,115.755,-1,-1.0,-1
2004-02-12 12:00:00,115.755,115.815,115.635,115.79,-1,-1.0,-1
2004-02-12 12:30:00,115.79,115.935,115.605,115.865,-1,-1.0,-1
2004-02-12 13:00:00,115.865,115.92,115.735,115.745,-1,-1.0,-1
2004-02-12 13:30:00,115.745,115.825,115.665,115.755,-1,-1.0,-1
2004-02-12 14:00:00,115.755,115.795,115.59,115.725,-1,-1.0,-1
2004-02-12 14:30:00,115.725,115.83,115.615,115.675,-1,-1.0,-1
2004-02-12 15:00:00,115.675,115.815,115.625,115.635,-1,-1.0,-1
2004-02-13 08:30:00,115.825,116.14,115.63,116.135,-1,-1.0,-1
2004-02-13 09:00:00,116.135,116.19,115.6,115.725,-1,-1.0,-1
2004-02-13 09:30:00,115.725,115.735,115.06,115.13,-1,-1.0,-1
2004-02-13 10:00:00,115.13,115.285,115.085,115.195,-1,-1.0,-1
2004-02-13 10:30:00,115.195,115.37,115.105,115.105,-1,-1.0,-1
2004-02-13 11:00:00,115.105,115.185,114.765,114.935,-1,-1.0,-1
2004-02-13 11:30:00,114.935,115.02,114.835,114.995,-1,-1.0,-1
2004-02-13 12:00:00,114.995,115.085,114.96,114.96,-1,-1.0,-1
2004-02-13 12:30:00,114.96,115.065,114.96,115.02,-1,-1.0,-1
2004-02-13 13:00:00,115.02,115.225,115.01,115.19,-1,-1.0,-1
2004-02-13 13:30:00,115.19,115.195,114.955,114.965,-1,-1.0,-1
2004-02-13 14:00:00,114.965,115.035,114.9,115.015,-1,-1.0,-1
2004-02-13 14:30:00,115.015,115.16,114.995,115.125,-1,-1.0,-1
2004-02-13 15:00:00,115.125,115.135,115.04,115.085,-1,-1.0,-1
2004-02-17 08:30:00,115.84,116.0,115.78,115.88,-1,-1.0,-1
2004-02-17 09:00:00,115.88,116.005,115.79,115.865,-1,-1.0,-1
2004-02-17 09:30:00,115.865,116.03,115.835,115.99,-1,-1.0,-1
2004-02-17 10:00:00,115.99,116.15,115.965,116.035,-1,-1.0,-1
2004-02-17 10:30:00,116.035,116.1,116.015,116.025,-1,-1.0,-1
2004-02-17 11:00:00,116.025,116.305,116.025,116.265,-1,-1.0,-1
2004-02-17 11:30:00,116.265,116.3,116.145,116.185,-1,-1.0,-1
2004-02-17 12:00:00,116.185,116.27,116.06,116.105,-1,-1.0,-1
2004-02-17 12:30:00,116.105,116.21,116.065,116.165,-1,-1.0,-1
2004-02-17 13:00:00,116.165,116.395,116.125,116.345,-1,-1.0,-1
2004-02-17 13:30:00,116.345,116.38,116.265,116.38,-1,-1.0,-1
2004-02-17 14:00:00,116.38,116.38,116.195,116.195,-1,-1.0,-1
2004-02-17 14:30:00,116.195,116.265,116.1,116.145,-1,-1.0,-1
2004-02-17 15:00:00,116.145,116.19,116.11,116.185,-1,-1.0,-1
2004-02-18 08:30:00,116.185,116.21,115.92,116.045,-1,-1.0,-1
2004-02-18 09:00:00,116.045,116.185,115.99,116.02,-1,-1.0,-1
2004-02-18 09:30:00,116.02,116.045,115.86,115.95,-1,-1.0,-1
2004-02-18 10:00:00,115.95,116.035,115.945,115.985,-1,-1.0,-1
2004-02-18 10:30:00,115.985,116.1,115.955,115.985,-1,-1.0,-1
2004-02-18 11:00:00,115.985,116.125,115.905,116.095,-1,-1.0,-1
2004-02-18 11:30:00,116.095,116.235,116.095,116.115,-1,-1.0,-1
2004-02-18 12:00:00,116.115,116.18,115.96,116.04,-1,-1.0,-1
2004-02-18 12:30:00,116.04,116.085,116.0,116.075,-1,-1.0,-1
2004-02-18 13:00:00,116.075,116.08,115.385,115.525,-1,-1.0,-1
2004-02-18 13:30:00,115.525,115.63,115.495,115.615,-1,-1.0,-1
2004-02-18 14:00:00,115.615,115.78,115.575,115.675,-1,-1.0,-1
2004-02-18 14:30:00,115.675,115.78,115.645,115.655,-1,-1.0,-1
2004-02-18 15:00:00,115.655,115.745,115.645,115.645,-1,-1.0,-1
2004-02-19 08:30:00,116.335,116.375,116.2,116.27,-1,-1.0,-1
2004-02-19 09:00:00,116.27,116.27,115.93,115.975,-1,-1.0,-1
2004-02-19 09:30:00,115.975,116.12,115.96,116.02,-1,-1.0,-1
2004-02-19 10:00:00,116.02,116.14,115.855,116.14,-1,-1.0,-1
2004-02-19 10:30:00,116.14,116.21,116.115,116.155,-1,-1.0,-1
2004-02-19 11:00:00,116.155,116.355,115.995,116.32,-1,-1.0,-1
2004-02-19 11:30:00,116.32,116.33,116.16,116.2,-1,-1.0,-1
2004-02-19 12:00:00,116.2,116.2,115.93,116.025,-1,-1.0,-1
2004-02-19 12:30:00,116.025,116.265,115.925,116.23,-1,-1.0,-1
2004-02-19 13:00:00,116.23,116.265,116.06,116.14,-1,-1.0,-1
2004-02-19 13:30:00,116.14,116.19,115.96,115.99,-1,-1.0,-1
2004-02-19 14:00:00,115.99,116.005,115.6,115.6,-1,-1.0,-1
2004-02-19 14:30:00,115.6,115.6,115.15,115.215,-1,-1.0,-1
2004-02-19 15:00:00,115.215,115.29,115.1,115.24,-1,-1.0,-1
2004-02-20 08:30:00,115.465,115.51,115.01,115.05,-1,-1.0,-1
2004-02-20 09:00:00,115.05,115.265,115.02,115.065,-1,-1.0,-1
2004-02-20 09:30:00,115.065,115.12,114.54,114.645,-1,-1.0,-1
2004-02-20 10:00:00,114.645,114.805,114.57,114.78,-1,-1.0,-1
2004-02-20 10:30:00,114.78,114.885,114.77,114.82,-1,-1.0,-1
2004-02-20 11:00:00,114.82,114.855,114.72,114.745,-1,-1.0,-1
2004-02-20 11:30:00,114.745,114.79,114.345,114.365,-1,-1.0,-1
2004-02-20 12:00:00,114.365,114.515,114.36,114.5,-1,-1.0,-1
2004-02-20 12:30:00,114.5,114.91,114.435,114.88,-1,-1.0,-1
2004-02-20 13:00:00,114.88,115.245,114.83,115.215,-1,-1.0,-1
2004-02-20 13:30:00,115.215,115.455,115.095,115.1,-1,-1.0,-1
2004-02-20 14:00:00,115.1,115.13,114.93,115.06,-1,-1.0,-1
2004-02-20 14:30:00,115.06,115.08,114.85,114.995,-1,-1.0,-1
2004-02-20 15:00:00,114.995,115.005,114.9,114.905,-1,-1.0,-1
2004-02-23 08:30:00,115.225,115.235,114.855,114.995,-1,-1.0,-1
2004-02-23 09:00:00,114.995,115.09,114.59,114.73,-1,-1.0,-1
2004-02-23 09:30:00,114.73,114.915,114.585,114.905,-1,-1.0,-1
2004-02-23 10:00:00,114.905,114.905,114.53,114.53,-1,-1.0,-1
2004-02-23 10:30:00,114.53,114.6,114.385,114.425,-1,-1.0,-1
2004-02-23 11:00:00,114.425,114.515,114.24,114.495,-1,-1.0,-1
2004-02-23 11:30:00,114.495,114.555,114.44,114.495,-1,-1.0,-1
2004-02-23 12:00:00,114.495,114.7,114.475,114.525,-1,-1.0,-1
2004-02-23 12:30:00,114.525,114.58,114.305,114.49,-1,-1.0,-1
2004-02-23 13:00:00,114.49,114.49,114.2,114.345,-1,-1.0,-1
2004-02-23 13:30:00,114.345,114.475,114.27,114.305,-1,-1.0,-1
2004-02-23 14:00:00,114.305,114.6,114.305,114.45,-1,-1.0,-1
2004-02-23 14:30:00,114.45,114.665,114.39,114.545,-1,-1.0,-1
2004-02-23 15:00:00,114.545,114.58,114.47,114.57,-1,-1.0,-1
2004-02-24 08:30:00,114.265,114.365,114.16,114.315,-1,-1.0,-1
2004-02-24 09:00:00,114.315,114.52,114.015,114.505,-1,-1.0,-1
2004-02-24 09:30:00,114.505,114.97,114.505,114.81,-1,-1.0,-1
2004-02-24 10:00:00,114.81,114.865,114.605,114.655,-1,-1.0,-1
2004-02-24 10:30:00,114.655,114.725,114.495,114.58,-1,-1.0,-1
2004-02-24 11:00:00,114.58,114.725,114.45,114.655,-1,-1.0,-1
2004-02-24 11:30:00,114.655,114.69,114.585,114.61,-1,-1.0,-1
2004-02-24 12:00:00,114.61,114.835,114.565,114.78,-1,-1.0,-1
2004-02-24 12:30:00,114.78,114.78,114.43,114.5,-1,-1.0,-1
2004-02-24 13:00:00,114.5,114.505,114.11,114.22,-1,-1.0,-1
2004-02-24 13:30:00,114.22,114.22,113.95,114.06,-1,-1.0,-1
2004-02-24 14:00:00,114.06,114.37,114.06,114.2,-1,-1.0,-1
2004-02-24 14:30:00,114.2,114.47,114.195,114.45,-1,-1.0,-1
2004-02-24 15:00:00,114.45,114.455,114.355,114.395,-1,-1.0,-1
2004-02-25 08:30:00,114.48,114.825,114.4,114.775,-1,-1.0,-1
2004-02-25 09:00:00,114.775,114.89,114.675,114.735,-1,-1.0,-1
2004-02-25 09:30:00,114.735,114.8,114.66,114.76,-1,-1.0,-1
2004-02-25 10:00:00,114.76,114.99,114.595,114.62,-1,-1.0,-1
2004-02-25 10:30:00,114.62,114.69,114.375,114.545,-1,-1.0,-1
2004-02-25 11:00:00,114.545,114.71,114.5,114.695,-1,-1.0,-1
2004-02-25 11:30:00,114.695,114.875,114.67,114.875,-1,-1.0,-1
2004-02-25 12:00:00,114.875,114.875,114.725,114.755,-1,-1.0,-1
2004-02-25 12:30:00,114.755,114.91,114.68,114.845,-1,-1.0,-1
2004-02-25 13:00:00,114.845,114.875,114.765,114.83,-1,-1.0,-1
2004-02-25 13:30:00,114.83,114.925,114.725,114.815,-1,-1.0,-1
2004-02-25 14:00:00,114.815,115.05,114.795,115.015,-1,-1.0,-1
2004-02-25 14:30:00,115.015,115.04,114.87,114.92,-1,-1.0,-1
2004-02-25 15:00:00,114.92,114.925,114.835,114.87,-1,-1.0,-1
2004-02-26 08:30:00,114.64,114.775,114.425,114.57,-1,-1.0,-1
2004-02-26 09:00:00,114.57,114.675,114.365,114.57,-1,-1.0,-1
2004-02-26 09:30:00,114.57,114.67,114.475,114.625,-1,-1.0,-1
2004-02-26 10:00:00,114.625,114.955,114.625,114.845,-1,-1.0,-1
2004-02-26 10:30:00,114.845,114.995,114.835,114.915,-1,-1.0,-1
2004-02-26 11:00:00,114.915,115.005,114.88,114.985,-1,-1.0,-1
2004-02-26 11:30:00,114.985,115.285,114.98,115.22,-1,-1.0,-1
2004-02-26 12:00:00,115.22,115.22,115.01,115.05,-1,-1.0,-1
2004-02-26 12:30:00,115.05,115.125,115.025,115.115,-1,-1.0,-1
2004-02-26 13:00:00,115.115,115.185,114.92,114.995,-1,-1.0,-1
2004-02-26 13:30:00,114.995,115.085,114.895,115.04,-1,-1.0,-1
2004-02-26 14:00:00,115.04,115.145,114.965,115.13,-1,-1.0,-1
2004-02-26 14:30:00,115.13,115.225,115.035,115.035,-1,-1.0,-1
2004-02-26 15:00:00,115.035,115.085,114.895,114.9,-1,-1.0,-1
2004-02-27 08:30:00,115.2,115.39,115.125,115.34,-1,-1.0,-1
2004-02-27 09:00:00,115.34,115.72,115.33,115.445,-1,-1.0,-1
2004-02-27 09:30:00,115.445,115.645,115.445,115.485,-1,-1.0,-1
2004-02-27 10:00:00,115.485,115.6,115.395,115.425,-1,-1.0,-1
2004-02-27 10:30:00,115.425,115.465,114.695,114.86,-1,-1.0,-1
2004-02-27 11:00:00,114.86,114.99,114.86,114.94,-1,-1.0,-1
2004-02-27 11:30:00,114.94,115.065,114.94,115.02,-1,-1.0,-1
2004-02-27 12:00:00,115.02,115.195,115.02,115.13,-1,-1.0,-1
2004-02-27 12:30:00,115.13,115.175,115.005,115.015,-1,-1.0,-1
2004-02-27 13:00:00,115.015,115.41,115.015,115.31,-1,-1.0,-1
2004-02-27 13:30:00,115.31,115.535,115.195,115.52,-1,-1.0,-1
2004-02-27 14:00:00,115.52,115.53,115.385,115.435,-1,-1.0,-1
2004-02-27 14:30:00,115.435,115.44,115.02,115.075,-1,-1.0,-1
2004-02-27 15:00:00,115.075,115.08,114.955,115.04,-1,-1.0,-1
2004-03-01 08:30:00,115.435,115.655,115.39,115.54,-1,-1.0,-1
2004-03-01 09:00:00,115.54,115.815,115.44,115.525,-1,-1.0,-1
2004-03-01 09:30:00,115.525,115.64,115.425,115.425,-1,-1.0,-1
2004-03-01 10:00:00,115.425,115.51,115.26,115.505,-1,-1.0,-1
2004-03-01 10:30:00,115.505,115.675,115.48,115.675,-1,-1.0,-1
2004-03-01 11:00:00,115.675,115.89,115.67,115.79,-1,-1.0,-1
2004-03-01 11:30:00,115.79,115.835,115.73,115.79,-1,-1.0,-1
2004-03-01 12:00:00,115.79,115.875,115.685,115.875,-1,-1.0,-1
2004-03-01 12:30:00,115.875,115.93,115.695,115.895,-1,-1.0,-1
2004-03-01 13:00:00,115.895,116.115,115.895,116.015,-1,-1.0,-1
2004-03-01 13:30:00,116.015,116.32,116.005,116.25,-1,-1.0,-1
2004-03-01 14:00:00,116.25,116.25,116.105,116.16,-1,-1.0,-1
2004-03-01 14:30:00,116.16,116.215,116.105,116.115,-1,-1.0,-1
2004-03-01 15:00:00,116.115,116.17,116.1,116.125,-1,-1.0,-1
2004-03-02 08:30:00,115.965,116.205,115.915,116.15,-1,-1.0,-1
2004-03-02 09:00:00,116.15,116.195,116.015,116.015,-1,-1.0,-1
2004-03-02 09:30:00,116.015,116.15,115.865,116.125,-1,-1.0,-1
2004-03-02 10:00:00,116.125,116.17,115.825,116.17,-1,-1.0,-1
2004-03-02 10:30:00,116.17,116.19,116.01,116.05,-1,-1.0,-1
2004-03-02 11:00:00,116.05,116.135,115.63,115.795,-1,-1.0,-1
2004-03-02 11:30:00,115.795,115.875,115.505,115.6,-1,-1.0,-1
2004-03-02 12:00:00,115.6,115.795,115.535,115.67,-1,-1.0,-1
2004-03-02 12:30:00,115.67,115.67,115.255,115.4,-1,-1.0,-1
2004-03-02 13:00:00,115.4,115.555,115.375,115.545,-1,-1.0,-1
2004-03-02 13:30:00,115.545,115.675,115.415,115.595,-1,-1.0,-1
2004-03-02 14:00:00,115.595,115.855,115.505,115.855,-1,-1.0,-1
2004-03-02 14:30:00,115.855,115.855,115.465,115.495,-1,-1.0,-1
2004-03-02 15:00:00,115.495,115.535,115.425,115.5,-1,-1.0,-1
2004-03-03 08:30:00,115.22,115.36,115.155,115.27,-1,-1.0,-1
